MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
20,60.0,7200,5,7,1955,2007,0.0,0,0,0,827,0,0,827,0,0,1,0,2,1,1,392,0,0,0,0,0,0,0,4,2010,132717
20,50.0,5000,1,3,1946,1950,0.0,0,0,0,334,0,0,334,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2007,50247
60,74.0,9056,8,5,2004,2004,0.0,0,0,707,707,707,0,1414,0,0,2,1,3,1,1,403,100,35,0,0,0,0,0,10,2006,215452
190,70.0,7000,5,7,1910,1991,0.0,969,0,148,820,527,0,1347,1,0,1,0,3,1,0,0,85,0,148,0,0,0,0,1,2008,116385
60,57.0,8924,7,5,1998,1999,0.0,0,0,880,880,844,0,1724,0,0,2,1,3,1,0,527,120,155,0,0,0,0,0,7,2008,194262
20,69.0,12735,4,5,1972,1972,0.0,600,0,264,864,0,0,864,0,0,1,0,3,1,0,576,216,0,0,0,0,0,0,4,2008,101719
20,69.0,11553,5,5,1968,1968,188.0,673,0,378,1159,0,0,1159,0,0,1,1,3,1,1,336,466,0,0,0,0,0,0,7,2006,188402
20,69.0,11423,8,5,2001,2002,479.0,1358,0,223,1601,0,0,1601,1,0,2,0,3,1,1,670,180,0,0,0,0,0,2000,5,2010,250573
20,85.0,14601,9,5,2006,2006,584.0,1260,0,578,1838,0,0,1838,1,0,2,0,2,1,1,765,270,68,0,0,0,0,0,3,2009,269853
60,69.0,11000,8,5,2000,2000,72.0,0,0,969,997,1288,0,2285,0,0,2,1,4,1,1,648,0,56,0,0,0,0,0,6,2007,289476
20,78.0,10140,7,5,1998,1999,0.0,144,1127,379,1680,0,0,1680,1,0,2,0,3,1,1,583,78,73,0,0,0,0,0,6,2009,187492
120,34.0,4058,7,5,1998,1998,182.0,584,139,0,767,0,0,767,1,0,1,0,1,1,0,367,120,40,0,0,0,0,0,6,2007,177078
60,58.0,17104,7,5,2006,2006,0.0,554,0,100,664,832,0,1496,1,0,2,1,3,1,1,426,100,24,0,0,0,0,0,9,2006,217574
50,69.0,13837,7,5,1988,1988,178.0,1002,202,0,1377,806,0,2183,0,0,2,1,4,1,0,786,0,0,0,0,0,0,0,2,2006,253624
50,70.0,8737,6,7,1923,1950,0.0,300,0,765,915,720,0,1635,0,0,1,1,3,1,1,440,0,38,0,144,0,0,0,5,2007,107706
85,54.0,7244,5,7,1970,1970,0.0,619,0,149,768,0,0,768,1,0,1,0,2,1,0,624,104,0,0,0,0,0,0,4,2007,167496
20,49.0,8235,5,7,1955,1995,0.0,180,645,0,825,0,0,825,1,0,1,0,2,1,0,720,140,50,0,0,0,0,0,6,2008,133053
60,75.0,9375,7,5,2003,2004,0.0,0,0,912,912,1182,0,2094,0,0,2,1,4,1,1,615,182,182,0,0,0,0,0,11,2009,202244
120,53.0,4043,6,6,1977,1977,0.0,559,0,510,1069,0,0,1069,0,0,2,0,2,1,0,440,0,55,0,0,200,0,0,10,2008,193115
20,50.0,6000,5,6,1957,1957,0.0,308,0,620,928,0,0,928,0,0,1,0,3,1,0,288,0,0,0,0,0,0,0,6,2008,104796
20,87.0,11146,8,5,2006,2006,250.0,0,0,1709,1717,0,0,1717,0,0,2,0,3,1,1,908,169,39,0,0,0,0,0,7,2009,343499
20,67.0,8777,4,5,1949,2003,0.0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,0,520,0,96,0,0,0,0,0,5,2009,93643
60,85.0,10625,7,5,2003,2004,292.0,866,0,132,1006,1040,0,2046,1,0,2,1,3,1,1,871,320,62,0,0,0,0,0,8,2008,288318
45,58.0,6380,5,6,1922,1950,0.0,0,0,993,1048,0,0,1048,0,0,1,0,2,1,1,280,0,0,116,0,0,0,0,8,2006,107548
20,69.0,14850,5,5,1957,1957,0.0,895,0,197,1092,0,0,1092,1,0,1,0,2,1,1,299,268,0,0,0,122,0,0,5,2006,162397
50,60.0,11040,4,6,1920,1950,0.0,637,0,0,897,439,0,1336,0,0,1,1,3,1,0,570,0,47,120,0,0,0,0,9,2006,112856
60,57.0,21872,7,5,1996,1997,0.0,604,0,125,729,717,0,1446,0,1,2,1,3,1,1,406,264,22,0,0,0,0,0,8,2008,227788
120,69.0,3196,7,5,2003,2004,18.0,0,0,1374,1557,0,0,1557,0,0,2,0,2,1,1,420,143,20,0,0,0,0,0,10,2006,177409
20,69.0,11341,5,6,1957,1996,180.0,1302,0,90,1392,0,0,1392,1,0,1,1,3,1,1,528,0,0,0,0,95,0,0,5,2010,173418
20,77.0,10010,5,5,1974,1975,0.0,1071,123,195,1389,0,0,1389,1,0,1,0,2,1,1,418,240,38,0,0,0,0,0,4,2006,170901
30,63.0,13907,5,6,1940,1969,0.0,290,0,706,996,0,0,996,1,0,1,0,3,1,1,0,144,0,0,0,0,0,0,7,2008,106801
50,66.0,21780,6,7,1918,1950,0.0,0,0,1163,1163,511,0,1674,0,0,2,0,4,1,1,396,72,36,0,0,144,0,0,7,2008,171175
60,69.0,13346,7,5,1992,2000,0.0,728,0,367,1166,1129,0,2295,1,0,2,1,4,1,1,590,0,40,0,0,0,0,0,7,2006,211817
70,66.0,6858,6,4,1915,1950,0.0,0,0,806,841,806,0,1647,1,0,1,1,4,1,0,216,0,66,136,0,0,0,0,5,2010,130114
60,77.0,11198,9,5,2005,2007,245.0,0,0,1122,1134,1370,0,2504,0,0,2,1,4,1,1,656,144,39,0,0,0,0,0,6,2008,303190
20,70.0,10171,7,5,2004,2004,168.0,2,0,1515,1535,0,0,1535,0,0,2,0,3,1,0,532,0,0,0,0,0,0,0,3,2010,263416
50,79.0,12327,8,8,1983,2009,0.0,1441,0,55,1496,636,0,2132,1,0,1,1,1,1,1,612,349,40,0,0,0,0,0,9,2009,297941
90,69.0,7032,5,5,1979,1979,0.0,943,0,0,943,0,0,943,1,0,1,0,2,1,2,600,42,0,0,0,0,0,0,12,2006,138876
90,74.0,13101,5,5,1965,1965,108.0,231,0,1497,1728,0,0,1728,0,0,2,0,6,2,0,576,0,0,0,0,0,0,0,11,2008,185863
20,60.0,7332,6,6,1959,1959,207.0,414,0,450,864,0,0,864,1,0,1,0,2,1,0,288,168,0,0,0,0,0,0,10,2006,145492
60,83.0,13159,7,5,2009,2009,0.0,0,0,846,846,846,0,1692,0,0,2,1,3,1,0,650,208,114,0,0,0,0,0,7,2009,191388
80,76.0,9967,7,5,2000,2000,0.0,0,0,384,774,656,0,1430,0,0,2,1,3,1,1,400,100,0,0,0,0,0,0,12,2007,228283
80,70.0,10500,5,7,1971,2005,82.0,349,0,23,576,533,0,1109,0,1,1,0,3,1,0,288,35,0,0,0,0,0,0,12,2007,143102
50,80.0,8480,5,5,1947,1950,0.0,442,0,390,832,384,0,1216,0,0,1,0,2,1,0,336,158,0,102,0,0,0,0,10,2008,113660
50,52.0,6292,7,7,1928,1950,0.0,0,0,861,877,600,0,1477,0,1,2,0,3,1,1,216,0,50,0,0,0,0,0,8,2009,157368
80,96.0,11777,5,6,1966,1966,97.0,328,551,285,1320,0,0,1320,1,0,1,0,3,1,2,564,160,68,240,0,0,0,0,5,2006,155249
160,34.0,3604,7,5,2007,2007,0.0,0,0,689,703,689,0,1392,0,0,2,0,2,1,0,540,0,102,0,0,0,0,0,2,2008,210030
50,81.0,12150,5,5,1954,1954,335.0,0,0,1050,1050,745,0,1795,0,0,2,0,4,1,0,352,0,0,0,0,0,0,0,11,2008,136872
20,69.0,14585,6,6,1960,1987,85.0,594,219,331,1429,0,0,1429,0,1,1,0,3,1,2,572,216,110,0,0,0,0,0,6,2007,193217
20,98.0,12704,8,5,2008,2009,306.0,0,0,2042,2042,0,0,2042,0,0,2,1,3,1,1,1390,0,90,0,0,0,0,0,8,2009,306935
90,81.0,11841,6,5,1990,1990,104.0,816,0,0,816,0,0,816,1,0,1,0,3,1,0,0,0,32,0,0,0,0,0,5,2007,148003
75,75.0,13500,10,9,1893,2000,0.0,0,0,1237,1521,1254,0,2775,0,0,3,1,3,1,1,880,105,502,0,0,0,0,0,7,2008,285844
50,51.0,6120,4,7,1935,1995,0.0,0,0,884,989,584,0,1573,0,0,1,0,3,1,0,240,0,0,54,0,120,0,0,7,2009,113194
20,88.0,11443,8,5,2005,2006,208.0,1460,0,408,2028,0,0,2028,1,0,2,0,2,1,2,880,326,66,0,0,0,0,0,3,2006,362985
30,55.0,10267,6,7,1918,2000,0.0,210,606,0,838,0,0,838,1,0,1,0,2,1,0,275,0,0,112,0,0,0,0,5,2008,104727
85,74.0,8740,5,6,1982,1982,0.0,672,0,168,860,0,0,860,1,0,1,0,2,1,0,528,0,0,0,0,0,0,0,7,2009,150561
20,65.0,25095,5,8,1968,2003,0.0,1324,0,113,1473,0,0,1473,2,0,1,0,1,1,2,452,0,48,0,0,60,0,0,6,2009,229138
40,50.0,9100,5,6,1930,1960,0.0,0,0,742,779,0,156,935,0,0,1,0,2,1,0,308,0,0,0,0,0,0,600,8,2008,94467
60,64.0,8320,7,5,2004,2004,0.0,490,0,280,770,812,0,1582,0,0,2,1,3,1,0,520,0,45,0,0,0,0,0,9,2008,190584
60,97.0,13478,10,5,2008,2008,420.0,1338,0,384,1728,568,0,2296,1,0,2,1,3,1,1,842,382,274,0,0,0,0,0,6,2009,351481
20,60.0,6600,5,8,1982,2003,0.0,816,0,0,816,0,0,816,1,0,1,0,2,1,0,816,0,0,0,0,0,0,0,6,2008,199980
120,69.0,4435,6,5,2003,2003,170.0,685,0,163,848,0,0,848,1,0,1,0,1,1,0,420,140,0,0,0,0,0,0,5,2009,176670
20,88.0,7990,5,6,1975,1975,0.0,0,0,924,924,0,0,924,0,0,1,0,3,1,0,280,0,0,0,0,0,0,0,4,2008,120059
20,69.0,11302,8,5,2005,2006,238.0,1422,0,392,1826,0,0,1826,1,0,2,0,3,1,1,758,180,75,0,0,120,0,0,8,2006,354700
70,60.0,3600,6,7,1910,1993,0.0,0,0,684,684,684,0,1368,0,0,1,0,3,1,0,216,0,158,0,0,0,0,0,10,2006,113565
120,53.0,3922,7,5,2006,2007,72.0,0,0,1258,1402,0,0,1402,0,2,0,2,2,1,1,648,120,16,0,0,0,0,0,2,2007,135733
20,80.0,12984,5,6,1977,1977,459.0,1283,147,0,1647,0,0,1647,1,0,2,0,3,1,1,621,0,0,0,0,0,0,0,3,2006,165317
160,24.0,1950,6,6,1980,1980,0.0,81,612,23,716,840,0,1556,1,0,2,1,3,1,1,452,161,0,0,0,0,0,0,7,2008,146273
60,74.0,10927,8,5,2005,2005,280.0,546,0,512,1058,846,0,1904,1,0,2,1,3,1,1,736,179,60,0,0,0,0,0,6,2006,187898
50,50.0,9000,6,6,1937,1950,0.0,0,0,780,780,595,0,1375,0,0,1,1,3,1,1,544,0,162,0,0,126,0,0,12,2007,143092
60,80.0,10041,8,5,1992,1992,0.0,789,0,119,927,988,0,1915,1,0,2,1,3,1,1,506,120,150,0,0,0,0,0,2,2006,283049
160,30.0,3182,7,5,2004,2005,0.0,0,0,600,600,600,0,1200,0,0,2,1,2,1,0,480,0,172,0,0,0,0,0,6,2010,175903
20,88.0,12803,7,5,2002,2002,99.0,922,0,572,1494,0,0,1494,1,0,2,0,3,1,1,530,192,36,0,0,0,0,0,9,2008,198936
60,85.0,13600,7,6,1965,1990,176.0,454,0,314,1186,800,0,1986,0,0,2,1,3,1,3,486,0,42,0,0,189,0,0,10,2009,253484
20,82.0,12464,5,5,1996,1996,0.0,732,0,308,1040,0,0,1040,1,0,1,0,3,1,0,576,168,0,0,0,0,0,0,11,2009,118843
20,78.0,7800,5,8,1948,2002,0.0,603,0,293,1112,896,0,2008,1,0,3,0,3,1,0,230,103,0,0,0,0,0,0,8,2006,214608
70,78.0,12168,8,6,1934,1998,0.0,428,0,537,1940,1254,0,3194,0,0,2,1,4,1,2,380,0,0,0,0,0,0,0,9,2007,241719
20,61.0,7943,4,5,1961,1961,192.0,903,0,126,1029,0,0,1029,1,0,1,0,3,1,0,261,64,0,39,0,0,0,0,4,2007,103414
60,69.0,11050,9,5,2000,2000,204.0,904,0,536,1476,677,0,2153,1,0,2,1,3,1,2,736,253,142,0,0,0,0,0,5,2009,326914
80,69.0,10395,6,6,1978,1978,233.0,605,0,427,1032,0,0,1032,0,1,2,0,3,1,1,564,0,0,0,0,0,0,500,7,2007,129270
60,69.0,11885,8,5,2001,2001,108.0,990,0,309,1299,573,0,1872,1,0,2,1,3,1,1,531,160,122,0,0,0,0,0,11,2009,248406
20,70.0,8402,5,5,2007,2007,0.0,206,0,914,1120,0,0,1120,0,0,1,0,3,1,0,0,0,30,0,0,0,0,0,12,2007,108471
180,21.0,1491,4,6,1972,1972,0.0,150,480,0,630,0,0,630,1,0,1,0,1,1,0,0,96,24,0,0,0,0,0,5,2010,76936
85,80.0,8800,6,7,1963,1963,156.0,763,0,173,1054,0,0,1054,1,0,1,0,3,1,0,480,120,0,0,0,0,0,0,5,2010,127948
60,69.0,7861,6,5,2002,2003,0.0,457,0,326,807,702,0,1509,1,0,2,1,3,1,1,393,100,75,0,0,0,0,0,6,2006,156458
45,59.0,7227,6,6,1954,1954,0.0,0,0,832,832,0,0,832,0,0,1,0,2,1,0,528,0,0,0,0,0,0,0,6,2008,116935
20,90.0,11694,9,5,2007,2007,452.0,48,0,1774,1828,0,0,1828,0,0,2,0,3,1,1,774,0,108,0,0,260,0,0,7,2007,349323
60,85.0,12244,8,5,2003,2003,226.0,871,0,611,1482,780,0,2262,1,0,2,1,4,1,2,749,168,0,0,0,0,0,0,8,2008,365759
30,45.0,8248,3,3,1914,1950,0.0,41,0,823,864,0,0,864,1,0,1,0,2,1,0,0,0,0,100,0,0,0,0,9,2008,67859
60,90.0,10800,6,7,1974,1997,0.0,956,182,384,1548,1066,0,2614,0,0,2,1,4,1,1,624,38,243,0,0,0,0,0,6,2008,213732
20,71.0,7064,5,6,1977,1977,153.0,560,0,420,980,0,0,980,0,0,1,0,3,1,0,484,192,0,0,0,0,0,0,7,2009,142718
160,69.0,2117,6,5,2000,2000,513.0,420,0,336,756,756,0,1512,0,0,2,1,2,1,1,440,0,32,0,0,0,0,0,6,2007,251201
60,80.0,10400,6,5,1972,1972,288.0,247,0,485,1012,778,0,1790,1,0,1,2,4,1,1,484,148,0,0,0,147,0,0,11,2006,221498
20,87.0,10000,6,6,1962,1962,261.0,0,0,1116,1116,0,0,1116,0,0,1,1,3,1,0,440,0,0,0,0,385,0,0,2,2010,178865
20,69.0,12342,5,5,1960,1978,0.0,0,0,978,1422,0,0,1422,0,0,1,0,3,1,1,286,0,0,36,0,0,0,600,8,2007,156668
80,80.0,9600,6,6,1955,1972,164.0,674,132,350,1520,0,0,1520,1,0,1,0,3,1,2,364,0,0,189,0,0,0,0,3,2010,185953
60,70.0,11606,5,5,1969,1969,192.0,650,0,390,1040,1040,0,2080,0,1,1,2,5,1,2,504,335,0,0,0,0,0,0,9,2007,155018
80,82.0,9020,6,5,1964,1964,259.0,624,336,288,1350,0,0,1350,1,0,1,1,3,1,0,520,176,0,0,0,0,0,0,6,2008,194121
70,50.0,9000,5,6,1880,1991,0.0,0,0,636,1089,661,0,1750,0,0,1,0,3,1,0,240,0,0,293,0,0,0,0,6,2006,100417
120,34.0,4590,8,5,2006,2006,108.0,24,0,1530,1554,0,0,1554,0,0,2,0,2,1,1,627,156,73,0,0,0,0,0,8,2007,234184
20,85.0,11900,7,5,1977,1977,209.0,822,0,564,1411,0,0,1411,0,0,2,0,3,1,1,544,192,0,0,0,0,0,0,4,2009,213087
20,80.0,9250,5,7,1954,2005,0.0,480,468,108,1056,0,0,1056,0,1,1,0,3,1,0,260,390,0,0,0,0,0,0,7,2007,180107
90,64.0,6979,6,5,1980,1980,0.0,1056,0,0,1056,0,0,1056,2,0,0,0,0,2,0,576,264,56,0,0,0,0,600,6,2010,156015
190,60.0,10896,6,7,1914,1995,0.0,256,0,1184,1440,1440,515,3395,0,0,2,0,8,2,0,0,0,110,0,0,0,0,0,3,2007,162670
30,51.0,6120,2,3,1936,1950,0.0,0,0,264,800,0,0,800,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2009,77774
190,50.0,6000,5,4,1954,1954,0.0,0,0,811,811,576,0,1387,0,0,2,0,3,2,0,256,0,0,0,0,0,0,0,11,2009,98887
30,67.0,8777,5,7,1910,1950,0.0,0,0,796,796,0,0,796,0,0,1,0,2,1,0,0,328,0,164,0,0,0,0,5,2008,92585
120,53.0,3982,8,5,2006,2006,0.0,1154,0,366,1567,0,0,1567,1,0,2,0,1,1,1,648,312,0,0,0,0,0,0,10,2006,334187
120,62.0,12677,8,5,2003,2004,472.0,1218,0,300,1518,0,0,1518,0,0,1,1,1,1,1,588,185,140,0,0,0,0,0,4,2008,185973
60,69.0,7050,7,5,2001,2001,0.0,738,0,319,1057,872,0,1929,1,0,2,1,3,1,1,650,0,235,0,0,0,0,0,5,2007,188904
80,75.0,13860,8,7,1972,1995,0.0,1410,0,542,2000,704,0,2704,1,0,2,1,4,1,3,538,269,111,0,0,0,0,0,7,2009,352673
60,80.0,10793,5,5,1969,1969,263.0,493,287,0,780,840,0,1620,0,0,2,1,4,1,0,462,208,0,0,0,0,0,0,4,2007,132111
20,85.0,9187,9,5,2009,2009,162.0,1121,0,645,1766,0,0,1766,1,0,2,1,2,1,1,478,195,130,0,0,0,0,0,10,2009,254241
20,69.0,10530,6,5,1971,1971,0.0,282,35,664,981,0,0,981,1,0,1,1,3,1,0,576,0,312,40,0,0,0,0,3,2007,190913
20,60.0,7200,5,5,1950,1950,0.0,0,0,0,1048,0,0,1048,0,0,1,0,3,1,0,420,0,27,0,0,0,0,0,7,2008,84279
20,85.0,10452,6,5,1953,1953,216.0,500,0,594,1094,0,0,1094,0,0,1,0,3,1,2,495,0,0,0,0,287,0,0,6,2008,159608
60,70.0,7700,6,5,1966,1966,351.0,0,0,756,1051,788,0,1839,0,0,1,1,4,1,1,442,0,124,216,0,0,0,0,6,2010,159713
180,21.0,1936,4,6,1970,1970,0.0,131,499,0,630,0,0,630,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12,2007,84050
60,65.0,8125,7,6,2007,2007,0.0,0,0,813,822,843,0,1665,0,0,2,1,3,1,0,562,0,0,0,0,0,0,0,5,2008,211514
70,60.0,9084,4,5,1940,1950,0.0,0,0,755,755,755,0,1510,1,0,1,0,4,1,1,296,120,0,0,0,0,0,0,10,2009,113740
60,70.0,8750,7,5,1996,1996,0.0,0,0,880,909,807,0,1716,0,0,2,1,2,1,1,512,0,120,0,0,0,0,0,7,2009,186369
50,60.0,10320,6,7,1906,1995,0.0,0,0,756,756,713,0,1469,0,0,1,0,3,1,0,216,57,0,239,0,0,0,0,6,2008,155433
20,91.0,10437,8,6,1995,1995,660.0,1696,0,413,2113,0,0,2113,1,0,2,1,2,1,1,839,236,46,0,0,0,0,0,8,2008,282805
160,21.0,1680,6,5,1971,1971,381.0,0,0,525,525,567,0,1092,0,0,1,1,3,1,0,264,0,0,0,0,0,0,0,3,2010,105533
20,72.0,10007,5,7,1959,2006,54.0,806,0,247,1053,0,0,1053,1,0,1,1,3,1,0,312,0,0,0,0,0,0,0,8,2008,105144
70,60.0,7200,7,6,1931,2000,0.0,0,0,776,851,651,0,1502,0,0,1,1,3,1,1,270,0,0,112,0,0,0,0,2,2008,182463
50,78.0,17503,6,5,1948,1950,0.0,0,0,912,912,546,0,1458,0,1,1,0,3,1,1,330,192,0,0,0,0,0,0,1,2010,120796
20,75.0,9937,5,7,1964,1999,0.0,637,0,849,1486,0,0,1486,1,0,1,0,3,1,0,480,0,0,0,0,0,0,0,3,2009,139244
60,69.0,12384,7,7,1976,1976,233.0,0,0,793,1142,793,0,1935,0,0,2,1,3,1,1,550,0,113,252,0,0,0,0,11,2007,222898
60,52.0,46589,8,7,1994,2005,528.0,1361,180,88,1686,762,0,2448,1,0,2,1,4,1,1,711,517,76,0,0,0,0,0,7,2009,448711
20,120.0,13560,6,3,1968,1968,216.0,0,0,1392,1392,0,0,1392,1,0,1,0,2,1,2,576,0,0,240,0,0,0,0,7,2009,189880
85,90.0,10012,4,5,1972,1972,0.0,920,180,38,1181,0,0,1181,1,0,2,0,3,1,0,588,0,0,180,0,0,0,0,4,2008,125788
20,49.0,20896,8,5,2005,2006,0.0,1721,0,356,2097,0,0,2097,1,0,1,1,1,1,1,1134,192,267,0,0,0,0,0,1,2006,307773
60,106.0,11194,8,5,2000,2000,40.0,0,0,1406,1454,482,0,1936,0,0,2,1,3,1,1,504,188,124,0,0,0,0,0,11,2006,217745
60,69.0,18450,6,5,1965,1979,113.0,187,723,111,1465,915,0,2380,0,0,2,1,3,1,1,596,0,265,0,0,0,0,0,8,2007,162205
20,65.0,8125,6,5,1994,1998,258.0,1138,0,270,1679,0,0,1679,1,0,2,0,3,1,1,575,224,42,0,0,0,0,0,10,2008,233946
20,69.0,14175,5,6,1956,1987,0.0,988,0,200,1437,0,0,1437,1,0,1,1,3,1,1,576,304,0,0,0,0,0,0,11,2006,198232
30,80.0,11600,4,5,1922,1950,0.0,0,0,700,1180,0,0,1180,0,0,1,0,2,1,1,252,0,0,67,0,0,0,0,7,2006,120309
60,64.0,8633,6,5,2005,2005,0.0,193,0,545,738,738,0,1476,1,0,2,1,3,1,0,540,100,35,0,0,0,0,0,2,2009,157148
70,54.0,6629,6,6,1925,1950,0.0,551,0,121,697,672,0,1369,1,0,2,0,3,1,0,300,147,0,0,0,0,0,0,7,2009,106334
20,69.0,11250,6,6,1977,1977,0.0,767,0,441,1208,0,0,1208,1,0,1,1,3,1,1,546,198,42,0,0,0,0,0,6,2006,211857
20,110.0,14442,6,7,1957,2004,106.0,1186,0,291,1839,0,0,1839,1,0,2,0,3,1,2,416,0,87,0,0,200,0,0,6,2007,259452
20,80.0,9200,6,6,1965,1965,0.0,892,0,244,1136,0,0,1136,1,0,1,0,3,1,1,384,426,0,0,0,0,0,0,7,2008,187349
160,24.0,2289,6,6,1978,1978,0.0,311,0,544,855,586,0,1441,0,0,2,1,3,1,1,440,28,0,0,0,0,0,0,4,2009,161698
70,60.0,9600,4,2,1900,1950,0.0,0,0,1095,1095,679,0,1774,1,0,2,0,4,2,0,779,0,0,90,0,0,0,0,5,2006,137752
30,52.0,9022,5,8,1924,2006,0.0,0,0,768,792,0,0,792,0,0,1,0,2,1,0,240,316,0,120,0,0,0,0,5,2009,125841
20,80.0,11844,8,5,2008,2008,464.0,0,0,2046,2046,0,0,2046,0,0,2,1,3,1,1,834,322,82,0,0,0,0,0,7,2009,312393
20,69.0,9945,5,5,1961,1961,57.0,827,0,161,988,0,0,988,1,0,1,0,3,1,0,572,0,0,0,0,0,0,0,10,2007,133515
120,50.0,8012,6,5,1980,1980,0.0,543,119,261,923,0,0,923,0,0,2,0,2,1,1,264,80,0,0,0,0,0,0,5,2010,116846
50,55.0,4500,5,5,1932,2000,0.0,182,0,611,848,672,0,1520,0,0,1,0,3,1,0,281,0,0,56,0,0,0,0,7,2009,100637
120,69.0,2887,6,5,1996,1997,0.0,1003,0,288,1291,0,0,1291,1,0,1,0,2,1,1,431,307,0,0,0,0,0,0,11,2008,175449
20,90.0,11248,9,5,2002,2002,215.0,1059,0,567,1668,0,0,1668,1,0,2,0,3,1,1,702,257,45,0,0,0,0,0,7,2007,288517
60,58.0,16770,7,5,1998,1998,30.0,0,0,1195,1195,644,0,1839,0,0,2,1,4,1,0,486,0,81,0,0,0,0,0,6,2010,219782
160,69.0,5062,7,5,1984,1984,0.0,828,182,180,1190,900,0,2090,1,0,2,0,3,1,1,577,219,0,0,0,0,0,0,9,2007,170198
60,84.0,10207,7,6,2007,2007,0.0,0,0,874,874,887,0,1761,0,0,3,0,3,1,0,578,144,105,0,0,0,0,0,8,2007,236514
160,69.0,5105,7,5,2004,2004,0.0,239,0,312,551,551,0,1102,0,0,2,1,2,1,0,480,0,60,0,0,0,0,0,3,2007,168268
20,60.0,8089,8,6,2007,2007,0.0,945,0,474,1419,0,0,1419,1,0,2,0,2,1,1,567,140,0,0,0,0,0,0,10,2007,296275
120,61.0,7577,6,5,2005,2006,256.0,20,0,1342,1362,0,0,1362,0,0,2,0,2,1,1,460,192,28,0,0,0,0,0,6,2007,159822
120,69.0,4426,6,5,2004,2004,147.0,697,0,151,848,0,0,848,1,0,1,0,1,1,1,420,149,0,0,0,0,0,0,5,2008,158572
60,104.0,21535,10,6,1994,1995,1170.0,1455,0,989,2444,1872,0,4316,0,1,3,1,4,1,2,832,382,50,0,0,0,0,0,1,2007,869170
60,42.0,26178,7,5,1989,1990,293.0,965,0,245,1238,1281,0,2519,1,0,2,1,4,1,2,628,320,27,0,0,0,0,0,4,2006,259346
30,60.0,5400,5,6,1921,1968,0.0,0,0,1073,1073,0,0,1073,0,0,1,0,2,1,0,326,0,0,112,0,0,0,0,12,2006,117796
50,51.0,6120,5,6,1936,1950,0.0,0,0,927,1067,472,0,1539,0,0,1,1,3,1,0,576,112,0,0,0,0,0,0,4,2009,123402
20,54.0,13811,6,6,1987,1987,72.0,980,40,92,1137,0,0,1137,1,0,2,0,2,1,1,551,125,0,0,0,0,0,0,7,2006,199201
30,50.0,6000,5,7,1921,1950,0.0,616,0,0,616,0,0,616,0,0,1,0,2,1,0,205,0,0,129,0,0,0,0,6,2006,111614
20,57.0,6420,5,7,1952,1952,0.0,210,551,219,1148,0,0,1148,0,1,1,0,2,1,0,308,0,0,0,0,0,0,0,9,2006,134091
20,65.0,8450,5,8,1965,2009,0.0,553,117,224,894,0,0,894,1,0,1,0,3,1,1,336,416,144,0,0,0,0,0,4,2010,124382
120,59.0,4282,7,5,2004,2004,0.0,16,0,1375,1391,0,0,1391,0,0,2,0,2,1,0,530,156,158,0,0,0,0,0,7,2008,169618
20,85.0,14331,8,5,2002,2002,630.0,1274,0,526,1800,0,0,1800,1,0,2,0,3,1,1,765,270,78,0,0,0,0,0,5,2006,225715
20,80.0,9600,7,5,1969,1969,168.0,0,0,1164,1164,0,0,1164,0,0,1,1,3,1,0,528,0,0,0,0,0,0,0,7,2006,167929
60,82.0,12438,8,5,2006,2006,466.0,0,0,1234,1264,1312,0,2576,0,0,2,1,4,1,1,666,324,100,0,0,0,0,0,7,2006,294344
190,76.0,7630,5,9,1900,1996,0.0,0,0,360,1032,780,0,1812,0,0,2,0,4,2,1,672,344,0,40,0,0,0,0,5,2010,143609
20,70.0,8400,7,5,2004,2005,109.0,712,0,761,1484,0,0,1484,1,0,2,0,3,1,0,606,0,35,0,144,0,0,0,5,2010,227475
190,70.0,5600,4,5,1930,1950,0.0,0,0,0,372,720,0,1092,0,0,2,0,3,2,0,0,0,0,0,0,0,0,3500,7,2010,88001
20,69.0,115149,7,5,1971,2002,351.0,1219,0,424,1824,0,0,1824,1,0,2,0,2,1,2,739,380,48,0,0,0,0,0,6,2007,268444
120,48.0,6240,8,5,2006,2006,176.0,863,0,461,1324,0,0,1324,1,0,2,0,2,1,1,550,192,38,0,0,0,0,0,12,2009,224156
60,65.0,9018,7,5,2007,2007,0.0,0,0,728,728,728,0,1456,0,0,2,1,3,1,1,400,100,24,0,0,0,0,0,7,2007,162775
20,69.0,7162,5,7,1966,1966,41.0,0,0,876,904,0,0,904,0,0,1,0,3,1,0,408,0,0,0,0,0,0,0,12,2008,129097
30,56.0,4130,3,6,1935,2003,0.0,0,0,270,729,0,0,729,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,7,2008,76588
